titles,abstracts,categories,entry_ids,pdf_url,published,authors,primary_category
"A resolution of Erdős Problem #190 via Erdős-Lovász, BCT, and Baker-Harman-Pintz","Let H(k) be the smallest N such that every finite coloring of [N] contains a monochromatic or rainbow k-term arithmetic progression. Erdős and Graham asked whether $H(k)^{1/k}/k \to \infty$ (Problem #190 of the Erdős Problems database). We prove that there is an absolute constant $k_0 \ge 2$ such that for all $k \ge k_0$, \[ H(k)^{1/k}/k \ge (1/e - \varepsilon(k)) \cdot k/\log k, \qquad \varepsilon(k) = O(k^{-0.475} \log k) \to 0 \text{ as } k \to \infty; \] in particular $H(k)^{1/k}/k = Ω(k/\log k)$ and $\lim_{k\to\infty} H(k)^{1/k}/k = \infty$, resolving the positive direction of the Erdős-Graham question. The argument combines three standard ingredients -- the symmetric Lovász Local Lemma applied to the k-AP hypergraph on $[N]$, the restricted form of the Blankenship-Cummings-Taranchuk recurrence, and the Baker-Harman-Pintz prime-gap theorem -- together with the pigeonhole reduction $H(k) \ge W(k-1,k)$, and uses BHP as the only analytic black box. Previous applications of Erdős-Lovász had fixed $r$; the improvement here is that the $r^{k-1}$ base dominates once one allows the color count $r_0 = \lfloor k / \log k \rfloor$ to grow with $k$. No matching upper bound on $H(k)^{1/k}/k$ is known.",['math.CO'],http://arxiv.org/abs/2604.20588v1,https://arxiv.org/pdf/2604.20588v1,22/04/2026-14:07:51,['Ji Ho Bae'],math.CO
Confidence-Based Mesh Extraction from 3D Gaussians,"Recently, 3D Gaussian Splatting (3DGS) greatly accelerated mesh extraction from posed images due to its explicit representation and fast software rasterization. While the addition of geometric losses and other priors has improved the accuracy of extracted surfaces, mesh extraction remains difficult in scenes with abundant view-dependent effects. To resolve the resulting ambiguities, prior works rely on multi-view techniques, iterative mesh extraction, or large pre-trained models, sacrificing the inherent efficiency of 3DGS. In this work, we present a simple and efficient alternative by introducing a self-supervised confidence framework to 3DGS: within this framework, learnable confidence values dynamically balance photometric and geometric supervision. Extending our confidence-driven formulation, we introduce losses which penalize per-primitive color and normal variance and demonstrate their benefits to surface extraction. Finally, we complement the above with an improved appearance model, by decoupling the individual terms of the D-SSIM loss. Our final approach delivers state-of-the-art results for unbounded meshes while remaining highly efficient.","['cs.CV', 'cs.GR']",http://arxiv.org/abs/2603.24725v2,https://arxiv.org/pdf/2603.24725v2,25/03/2026-18:52:04,"['Lukas Radl', 'Felix Windisch', 'Andreas Kurz', 'Thomas Köhler', 'Michael Steiner', 'Markus Steinberger']",cs.CV
Answering Related Questions,"We introduce the meta-problem Sidestep$(Π, \mathsf{dist}, d)$ for a problem $Π$, a metric $\mathsf{dist}$ over its inputs, and a map $d: \mathbb N \to \mathbb R_+ \cup \{\infty\}$. A solution to Sidestep$(Π, \mathsf{dist}, d)$ on an input $I$ of $Π$ is a pair $(J, Π(J))$ such that $\mathsf{dist}(I,J) \leqslant d(|I|)$ and $Π(J)$ is a correct answer to $Π$ on input $J$. This formalizes the notion of answering a related question (or sidestepping the question), for which we give some motivations, and compare it to the neighboring concepts of smoothed analysis, certified algorithms, planted problems, edition problems, and approximation algorithms. Informally, we call hardness radius the ``largest'' $d$ such that Sidestep$(Π, \mathsf{dist}, d)$ is NP-hard. This framework calls for establishing the hardness radius of problems $Π$ of interest for the relevant distances $\mathsf{dist}$.
  We exemplify it with graph problems and two distances $\mathsf{dist}_Δ$ and $\mathsf{dist}_e$ (the edge edit distance) such that $\mathsf{dist}_Δ(G,H)$ (resp. $\mathsf{dist}_e(G,H)$) is the maximum degree (resp. number of edges) of the symmetric difference of $G$ and $H$ if these graphs are on the same vertex set, and $+\infty$ otherwise. We show that the decision problems Independent Set, Clique, Vertex Cover, Coloring, Clique Cover have hardness radius $n^{\frac{1}{2}-o(1)}$ for $\mathsf{dist}_Δ$, and $n^{\frac{4}{3}-o(1)}$ for $\mathsf{dist}_e$, that Hamiltonian Cycle has hardness radius 0 for $\mathsf{dist}_Δ$, and somewhere between $n^{\frac{1}{2}-o(1)}$ and $n/3$ for $\mathsf{dist}_e$, and that Dominating Set has hardness radius $n^{1-o(1)}$ for $\mathsf{dist}_e$. We leave several open questions.","['cs.DS', 'cs.CC', 'cs.DM', 'math.CO']",http://arxiv.org/abs/2501.10633v2,https://arxiv.org/pdf/2501.10633v2,18/01/2025-02:25:18,['Édouard Bonnet'],cs.DS
Fully charm tetraquark production at hadronic collisions with gluon radiation effects,"We report the first complete next-to-leading order QCD calculation for processes involving fully charm tetraquark states, revealing that the renormalization constant of the color-singlet four charm quark operator is exactly unity at this order. We have investigated the possible quark configurations of the fully charm tetraquarks and expanded their states in the color symmetry-antisymmetry basis. By applying the transverse momentum dependent factorization formalism, large logarithms induced by soft and collinear gluon radiations are resummed to all orders in the expansion of the strong interaction coupling at the accuracy of next-to-leading logarithm. By combining LHCb data on the total cross section of the exotic hadron $X(6900)$ and CMS measurements of its spin-parity, we extracted its nonperturbative but universal long-distance matrix element. The rapidity and transverse momentum distributions of the $X(6900)$ and its spin-zero partners are also predicted, which await further experimental verification.","['hep-ph', 'hep-ex', 'hep-lat']",http://arxiv.org/abs/2510.02085v3,https://arxiv.org/pdf/2510.02085v3,02/10/2025-14:51:19,"['Yefan Wang', 'Ruilin Zhu']",hep-ph
PipeMFL-240K: A Large-scale Dataset and Benchmark for Object Detection in Pipeline Magnetic Flux Leakage Imaging,"Pipeline integrity is critical to industrial safety and environmental protection, with Magnetic Flux Leakage (MFL) detection being a primary non-destructive testing technology. Despite the promise of deep learning for automating MFL interpretation, progress toward reliable models has been constrained by the absence of a large-scale public dataset and benchmark, making fair comparison and reproducible evaluation difficult. We introduce \textbf{PipeMFL-240K}, a large-scale, meticulously annotated dataset and benchmark for complex object detection in pipeline MFL pseudo-color images. PipeMFL-240K reflects real-world inspection complexity and poses several unique challenges: (i) an extremely long-tailed distribution over \textbf{12} categories, (ii) a high prevalence of tiny objects that often comprise only a handful of pixels and (iii) substantial intra-class variability. The dataset contains \textbf{249,320} images and \textbf{200,020} high-quality bounding-box annotations, collected from 12 pipelines spanning approximately \textbf{1,530} km. Extensive experiments are conducted with state-of-the-art object detectors to establish baselines. Results show that modern detectors still struggle with the intrinsic properties of MFL data, highlighting considerable headroom for improvement, while PipeMFL-240K provides a reliable and challenging testbed to drive future research. As the first public dataset and the first benchmark of this scale and scope for pipeline MFL inspection, it provides a critical foundation for efficient pipeline diagnostics as well as maintenance planning and is expected to accelerate algorithmic innovation and reproducible research in MFL-based pipeline integrity assessment.","['cs.CV', 'cs.AI']",http://arxiv.org/abs/2602.07044v2,https://arxiv.org/pdf/2602.07044v2,04/02/2026-04:43:32,"['Tianyi Qu', 'Songxiao Yang', 'Haolin Wang', 'Huadong Song', 'Xiaoting Guo', 'Wenguang Hu', 'Guanlin Liu', 'Honghe Chen', 'Yafei Ou']",cs.CV
Injective (edge) colorings of generalized Sierpiński graphs,"Generalized Sierpiński graphs constitute a distinctive class of fractal-like networks with recursive definition: given a graph $G$, $S_G^1=G$ while $S_G^n$ is obtained from $|V(G)|$ copies of $S_G^{n-1}$ by adding some edges in a prescribed way that reflects the structure of $G$. Many graph invariants have been studied in generalized Sierpiński graphs. In this paper, we focus on their injective colorings, both the vertex and the edge version. Given a graph $G$, a mapping $f$ that assigns an integer from $\{1,\ldots,k\}$ to each vertex (resp.\ edge) of $G$ is an injective (edge) coloring of $G$ if $f(x)=f(y)$ implies that $x$ and $y$ are not in a common triangle nor at distance $2$ for any two vertices (resp.\ edges) $x$ and $y$ in $G$. The minimum number of colors $k$ for which there exists an injective (edge) coloring of $G$ is called the injective chromatic number (resp.\ injective chromatic index) of $G$ and is denoted by $χ_i(G)$ (resp.\ $χ_i'(G)$). The vertex version of injective colorings in generalized Sierpiński graphs was studied in an earlier paper, where the authors determined the injective chromatic numbers of standard Sierpiński graphs, and asked about the values when $G$ is a cycle. We resolve this question by proving that $χ_i(S_{C_k}^n)=3$ for every $n\ge 2$ and every $k\ge 3$. Moreover, we prove an almost conclusive result that $χ_i(S_G^n)\in \{χ_i(G),χ_i(G)+1\}$ for any graph $G$ and any $n\ge 2$. For injective edge colorings we prove that $χ_i'(S_{K_3}^n)=5$ for all $n\ge 3$, while $χ_i'(S_{K_3}^2)=4$ and $χ_i'(S_{K_3}^1)=3$. Furthermore, if $G$ is a triangle-free graph, we prove that $χ_i'(S_G^n)\in \{χ_i'(S_G^3),χ_i'(S_G^3)+1\}$ for all $n\ge 4$, and provide some sufficient conditions on an injective edge coloring of the 3-dimensional Sierpiński graph over $G$, which ensure that $χ_i'(S_G^n)=χ_i'(S_G^3)$.",['math.CO'],http://arxiv.org/abs/2508.14479v2,https://arxiv.org/pdf/2508.14479v2,20/08/2025-07:08:41,"['C. K. Bhanupriya', 'Boštjan Brešar']",math.CO
CubeDAgger: Interactive Imitation Learning for Dynamic Systems with Efficient yet Low-risk Interaction,"Interactive imitation learning makes an agent's control policy robust by stepwise supervisions from an expert. The recent algorithms mostly employ expert-agent switching systems to reduce the expert's burden by limitedly selecting the supervision timing. However, this approach is useful only for static tasks; in dynamic tasks, timing discrepancies cause abrupt changes in actions, losing the robot's dynamic stability. This paper therefore proposes a novel method, named CubeDAgger, which improves robustness with less dynamic stability violations even for dynamic tasks. The proposed method is designed on a baseline, EnsembleDAgger, with three improvements. The first adds a regularization to explicitly activate the threshold for deciding the supervision timing. The second transforms the expert-agent switching system to an optimal consensus system of multiple action candidates. Third, autoregressive colored noise is injected to the agent's actions for time-consistent exploration. These improvements are verified by simulations, showing that the trained policies are sufficiently robust while maintaining dynamic stability during interaction. Finally, real-robot scooping experiments with a human expert demonstrate that the proposed method can learn robust policies from scratch based on just 30 minutes of interaction. https://youtu.be/kBl3SCTnVEM","['cs.RO', 'cs.LG']",http://arxiv.org/abs/2505.04897v2,https://arxiv.org/pdf/2505.04897v2,08/05/2025-02:18:49,['Taisuke Kobayashi'],cs.RO
The Optical and Infrared Are Connected,"Galaxies are often modelled as composites of separable components with distinct spectral signatures, implying that different wavelength ranges are only weakly correlated. They are not. We present a data-driven model which exploits subtle correlations between physical processes to accurately predict infrared (IR) WISE photometry from a neural summary of optical SDSS spectra. The model achieves accuracies of $χ^2_N \approx 1$ for all photometric bands in WISE, as well as good colors. We are able to tightly constrain typically IR-derived properties, e.g., the bolometric luminosities of AGN and dust parameters such as $\mathrm{q_{PAH}}$. We also test whether current SED-fitting methods reproduce such panchromatic relations, but find their predictions biased and overconfident, likely due to model misspecification, with correlated biases in star-formation rates and AGN luminosities being most evident. To help improve SED models, we determine which features of the optical spectrum are responsible for our improved predictions, and identify several lines (CaII, SrII, FeI, [OII] and H$α$), which point to the complex chronology of star formation and chemical enrichment being incorrectly modelled.","['astro-ph.GA', 'cs.LG']",http://arxiv.org/abs/2503.03816v2,https://arxiv.org/pdf/2503.03816v2,05/03/2025-19:00:01,"['Christian K. Jespersen', 'Peter Melchior', 'David N. Spergel', 'Andy D. Goulding', 'ChangHoon Hahn', 'Kartheik G. Iyer']",astro-ph.GA
"Hidden-charm $uds\,c\bar c$ pentaquarks as flavor eigenstates in a constituent quark model","We use a diffusion Monte Carlo (DMC) algorithm to solve the Schrödinger equation that describes $udsc\bar c$ pentaquarks within the framework of a non-relativistic constituent quark model. We considered only multiquark states with defined values of parity, color, spin and isospin, selected to be compatible with the experimentally favored assignment $J^P=1/2^-$ for one of the candidates, and assumed $I=0$. However, we found that, to explain the existence of the $P_{cs}(4338)$ and $P_{cs}(4459)$ pentaquarks, we need the total wavefunction to be also an eigenvector of the SU(3) {\em flavor} operator. When we impose that condition, we obtain two structures compatible with the masses extracted from the $J/ψΛ$ spectrum. In addition, two states are predicted below the $J/ψΛ$ threshold but above the $η_cΛ$ one that would not appear in that channel. If we only impose the $I=0$ condition, we obtain a {\em single} (not two) structure compatible with the experimental quantum numbers, with a mass below the $J/ψΛ$ threshold.",['hep-ph'],http://arxiv.org/abs/2602.18075v2,https://arxiv.org/pdf/2602.18075v2,20/02/2026-08:59:11,"['M. C. Gordillo', 'J. M. Alcaraz-Pelegrina', 'J. Segovia']",hep-ph
Systematic approach to $\ell$-loop planar integrands from the classical equation of motion,"In this paper, we present a recursive method for $\ell$-loop planar integrands in colored quantum field theories. We start with the classical equation of motion and then pick out the comb component, which will help us to define the loop kernels. Then we construct the $\ell$-loop integrands based on some recursion rules for the $\ell$-loop kernels. Finally, we reach a recursion formula for the $\ell$-loop planar integrands. Our method can be easily generalized to general quantum field theories, even non-Lagrangian theories, to obtain the planar part of the whole $\ell$-loop integrands.",['hep-th'],http://arxiv.org/abs/2504.15701v5,https://arxiv.org/pdf/2504.15701v5,22/04/2025-08:43:33,['Yi-Xiao Tao'],hep-th
Complete Resolution of the Butler-Costello-Graham Conjecture on Monochromatic Constellations,"A constellation is a subset of $[n]=\{1,2, \ldots, n\}$ formed by scaling and translating a rational pattern $Q=\left[0, q_1, \ldots, q_{k-1}, 1\right]$, with key examples including arithmetic progressions. In 2010, Butler, Costello, and Graham proposed a conjecture, that is, for any constellation pattern $Q$ there is a coloring pattern of $[n]$ that has $γn^2+o\left(n^2\right)$ monochromatic constellations, where $γ$ is smaller than the coefficient for a random coloring. In this paper, we confirm this conjecture.",['math.CO'],http://arxiv.org/abs/2604.02115v2,https://arxiv.org/pdf/2604.02115v2,02/04/2026-14:50:17,"['Gang Yang', 'Yaping Mao']",math.CO
