titles,abstracts,categories,entry_ids,pdf_url,published,authors,primary_category
Unconventional Quantum Criticality in Long-Range Spin-1 Chains: Insights from Entanglement Entropy and Bipartite Fluctuations,"We study the ground-state phase diagram of a spin-1 Heisenberg chain with staggered long-range (LR) interactions decaying as $\propto r^{-α}$ using a quantum Monte Carlo approach based on the split-spin representation. This formulation enables efficient large-scale simulations by mapping the spin-1 model onto spin-$1/2$ degrees of freedom with local projection constraints. We resolve the continuous quantum phase transition between the gapped Haldane phase at large $α$ (short-range regime) and a gapless antiferromagnetically ordered Néel phase at small $α$ (LR regime), where the continuous SU(2) symmetry is broken. From finite-size scaling and crossing point analyses, we determine the critical point to be at $α_c = 2.48(2)$ and extract the associated critical exponents, which indicate unconventional criticality. In particular, the transition is found to be nonconformal, characterized by a dynamic exponent $z \neq 1$. We further analyze the scaling of entanglement entropy and bipartite fluctuations across the transition, and determine the corresponding universal scalings in both phases and at criticality.","['cond-mat.str-el', 'quant-ph']",http://arxiv.org/abs/2604.20831v1,https://arxiv.org/pdf/2604.20831v1,22/04/2026-17:57:08,"['Justin Tim-Lok Chau', 'Jiarui Zhao', 'Nicolas Laflorencie', 'Zi Yang Meng']",cond-mat.str-el
Arrow of Time as an indicator of Measurement-Induced Phase Transitions,"Measurement-induced phase transitions (MIPTs) in monitored quantum systems are typically diagnosed using entanglement-based measures. Here, we develop a complementary thermodynamic perspective based on the arrow of time (AoT), which arises from the intrinsic irreversibility of the quantum measurements driving these transitions. We study the AoT - defined as the logarithmic ratio of forward and backward trajectory probabilities - across a family of models exhibiting MIPTs. We find that, like entanglement entropy, the AoT is a nonlinear functional of the averaged density matrix; however, in contrast to entanglement, it is associated with a local operator. To determine whether the AoT exhibits critical behavior, we formulate and exactly solve a model of a random quantum circuit with non-projective measurements. This allows us to analytically demonstrate that the AoT displays nonanalytic behavior and identify its critical exponent. Our results establish the AoT as a novel diagnostic for phase transitions in monitored quantum systems.","['cond-mat.stat-mech', 'quant-ph']",http://arxiv.org/abs/2604.20828v1,https://arxiv.org/pdf/2604.20828v1,22/04/2026-17:56:25,"['Nitay Hurvitz', 'Alon Kochol', 'Victor Fleurov', 'Eran Sela']",cond-mat.stat-mech
Spatial deformation in a Bayesian spatiotemporal model for incomplete matrix-variate responses,"In this paper, we propose a Bayesian matrix-variate spatiotemporal modeling framework for jointly analyzing multiple response variables observed at spatial locations over time. The approach relaxes the standard assumption of spatial isotropy by incorporating a deformation-based mechanism, allowing the covariance structure to capture directional effects and nonstationary spatial dependence. Temporal dynamics are modeled through dynamic linear models, enabling coherent uncertainty propagation within a state-space formulation. Missing observations are handled via a data augmentation strategy that preserves the joint structure of the multivariate responses. The proposed methodology is evaluated through simulation studies and an application to air quality data. Results indicate that accounting for spatial deformation leads to substantial gains in predictive performance in anisotropic settings, while cross-variable dependence plays a secondary role in improving overall fit. The framework is computationally tractable for moderate numbers of spatial locations and responses, and provides a flexible basis for modeling multivariate spatiotemporal processes under incomplete data.",['stat.ME'],http://arxiv.org/abs/2511.18201v2,https://arxiv.org/pdf/2511.18201v2,22/11/2025-22:05:59,"['Rodrigo de Souza Bulhões', 'Marina Silva Paez', 'Dani Gamerman']",stat.ME
Quantum phase transitions and entanglement entropy in a non-Hermitian Jaynes-Cummings model,"In this paper, we describe some interesting properties of a non-Hermitian Jaynes-Cummings model. For this particular model, it is known that the Hilbert space can be described by infinitely-many two-dimensional invariant (closed) subspaces, together with the global ground state. We expose the appearance of exceptional points on such two-dimensional subspaces, together with quantum phase transitions marking the transition from real to complex eigenvalues. We also compute the spin-oscillator entanglement entropy on each invariant subspace to show that the two phases can be distinguished by their distinct entanglement-entropy profiles.","['quant-ph', 'math-ph']",http://arxiv.org/abs/2506.23356v3,https://arxiv.org/pdf/2506.23356v3,29/06/2025-18:24:20,"['Gargi Das', 'Aritra Ghosh', 'Bhabani Prasad Mandal']",quant-ph
Failure of ambient closed-set large-deviation upper bounds in entropic optimal transport,"Large-deviation upper bounds on compact sets do not, in general, extend to arbitrary closed sets without additional tightness. We show that this obstruction already occurs in static entropic optimal transport. More precisely, we construct a fixed-cost model with continuous cost and nonatomic marginals for which the entropic minimisers converge in total variation to an optimal plan with noncompact support, the known compact-set upper bound remains valid, but the corresponding closed-set upper bound fails on a specific closed subset of the ambient space. For a fixed closed set, we identify the exact tail criterion for passing from compact to closed sets. We show that there does not exist a full large-deviation principle (LDP) on the ambient space at speed $1/\varepsilon$ with an arbitrary lower semicontinuous rate function.","['math.PR', 'math.OC']",http://arxiv.org/abs/2604.20827v1,https://arxiv.org/pdf/2604.20827v1,22/04/2026-17:53:23,['Maja Gwozdz'],math.PR
FedSIR: Spectral Client Identification and Relabeling for Federated Learning with Noisy Labels,"Federated learning (FL) enables collaborative model training without sharing raw data; however, the presence of noisy labels across distributed clients can severely degrade the learning performance. In this paper, we propose FedSIR, a multi-stage framework for robust FL under noisy labels. Different from existing approaches that mainly rely on designing noise-tolerant loss functions or exploiting loss dynamics during training, our method leverages the spectral structure of client feature representations to identify and mitigate label noise.
  Our framework consists of three key components. First, we identify clean and noisy clients by analyzing the spectral consistency of class-wise feature subspaces with minimal communication overhead. Second, clean clients provide spectral references that enable noisy clients to relabel potentially corrupted samples using both dominant class directions and residual subspaces. Third, we employ a noise-aware training strategy that integrates logit-adjusted loss, knowledge distillation, and distance-aware aggregation to further stabilize federated optimization. Extensive experiments on standard FL benchmarks demonstrate that FedSIR consistently outperforms state-of-the-art methods for FL with noisy labels. The code is available at https://github.com/sinagh72/FedSIR.","['cs.LG', 'cs.AI', 'cs.CV', 'cs.DC', 'eess.SP']",http://arxiv.org/abs/2604.20825v1,https://arxiv.org/pdf/2604.20825v1,22/04/2026-17:49:20,"['Sina Gholami', 'Abdulmoneam Ali', 'Tania Haghighi', 'Ahmed Arafa', 'Minhaj Nur Alam']",cs.LG
Closing the Domain Gap in Biomedical Imaging by In-Context Control Samples,"The central problem in biomedical imaging are batch effects: systematic technical variations unrelated to the biological signal of interest. These batch effects critically undermine experimental reproducibility and are the primary cause of failure of deep learning systems on new experimental batches, preventing their practical use in the real world. Despite years of research, no method has succeeded in closing this performance gap for deep learning models. We propose Control-Stabilized Adaptive Risk Minimization via Batch Normalization (CS-ARM-BN), a meta-learning adaptation method that exploits negative control samples. Such unperturbed reference images are present in every experimental batch by design and serve as stable context for adaptation. We validate our novel method on Mechanism-of-Action (MoA) classification, a crucial task for drug discovery, on the large-scale JUMP-CP dataset. The accuracy of standard ResNets drops from 0.939 $\pm$ 0.005, on the training domain, to 0.862 $\pm$ 0.060 on data from new experimental batches. Foundation models, even after Typical Variation Normalization, fail to close this gap. We are the first to show that meta-learning approaches close the domain gap by achieving 0.935 $\pm$ 0.018. If the new experimental batches exhibit strong domain shifts, such as being generated in a different lab, meta-learning approaches can be stabilized with control samples, which are always available in biomedical experiments. Our work shows that batch effects in bioimaging data can be effectively neutralized through principled in-context adaptation, which also makes them practically usable and efficient.","['cs.LG', 'q-bio.QM']",http://arxiv.org/abs/2604.20824v1,https://arxiv.org/pdf/2604.20824v1,22/04/2026-17:49:00,"['Ana Sanchez-Fernandez', 'Thomas Pinetz', 'Werner Zellinger', 'Günter Klambauer']",cs.LG
From Meme to Method: Rethinking Animal Adoption Platforms through the Cat Distribution System,"The internet folklore of the Cat Distribution System (CDS) humorously suggests that cats are ""assigned"" to people rather than intentionally sought. Beyond its playful origins, CDS reflects a culturally resonant way people perceive and engage in adoption, and this user context can guide the redesign and improvement of adoption systems. In the Philippines, where an estimated 13.11 million stray cats and dogs place the country sixth worldwide in overpopulation, this framing offers a novel way to rethink adoption platforms. We developed a prototype application inspired by CDS principles, focusing on features such as algorithmic matchmaking, community reporting, and proximity-based discovery. An initial evaluation with potential users (n=35) indicated that the system was positively received for its ease of use and its alignment with users' intuitive expectations, though participants highlighted areas for improvement in transparency of matchmaking and owner-adopter communication. The findings suggest that culturally embedded metaphors like CDS can shape mental models, making adoption processes feel more serendipitous and less transactional.",['cs.HC'],http://arxiv.org/abs/2604.20823v1,https://arxiv.org/pdf/2604.20823v1,22/04/2026-17:47:53,"['Carl Angelo Angcana', 'Jamlech Iram Gojo Cruz']",cs.HC
Autonomous Emergence of Hamiltonian in Deep Generative Models,"The unprecedented predictive success of deep generative models in complex many-body systems, such as AlphaFold3, raises an epistemological question: do these networks merely memorize data distributions via high-dimensional interpolation, or do they autonomously deduce the underlying physical laws? To address this, we introduce a rigorous algebraic framework to extract the implicit physical interactions learned by generative models. By establishing an exact equivalence between the zero-noise limit of a Riemannian diffusion score field and the thermodynamic restoring force, we utilize the trained neural network as a direct force estimator. Applying this framework to a sequence-dependent, frustrated 1D $O(3)$ spin glass, we probe the latent representations of an $O(3)$-equivariant attention architecture trained solely on thermal equilibrium snapshots. Without incorporating any energetic priors, an overdetermined linear inversion successfully recovers the microscopic Hamiltonian parameters of the spin system. The inferred Hamiltonian parameters exhibit a $99.7\%$ cosine similarity with the ground-truth interaction parameters. Furthermore, these sparse local parameters alone are sufficient to explain $87\%$ of the variance in the continuous force field predicted by the network. Our results provide quantitative, falsifiable evidence that deep generative architectures do not merely perform statistical pattern matching, but autonomously discover and internalize the underlying physical rules.","['cond-mat.dis-nn', 'cond-mat.stat-mech']",http://arxiv.org/abs/2604.20821v1,https://arxiv.org/pdf/2604.20821v1,22/04/2026-17:46:35,"['Wenjie Xi', 'Wei-Qiang Chen']",cond-mat.dis-nn
Stream-CQSA: Avoiding Out-of-Memory in Attention Computation via Flexible Workload Scheduling,"The scalability of long-context large language models is fundamentally limited by the quadratic memory cost of exact self-attention, which often leads to out-of-memory (OOM) failures on modern hardware. Existing methods improve memory efficiency to near-linear complexity, while assuming that the full query, key, and value tensors fit in device memory. In this work, we remove this assumption by introducing CQS Divide, an operation derived from cyclic quorum sets (CQS) theory that decomposes attention into a set of independent subsequence computations whose recomposition yields exactly the same result as full-sequence attention. Exploiting this decomposition, we introduce Stream-CQSA, a memory-adaptive scheduling framework that partitions attention into subproblems that fit within arbitrary memory budgets. This recasts attention from a logically monolithic operation into a collection of schedulable tasks, enabling flexible execution across devices without inter-device communication. Experiments demonstrate predictable memory scaling and show that exact attention over billion-token sequences can be executed on a single GPU via streaming, without changing the underlying mathematical definition of attention or introducing approximation error.","['cs.LG', 'cs.DC']",http://arxiv.org/abs/2604.20819v1,https://arxiv.org/pdf/2604.20819v1,22/04/2026-17:46:09,"['Yiming Bian', 'Joshua M. Akey']",cs.LG
Topologically protected interface modes in multi-band damped lattice models,"Tridiagonal $k$-Toeplitz operators provide a natural framework for modelling one-dimensional $k$-periodic lattice systems. A fundamental connection is obtained between Coburn's lemma for tridiagonal $k$-Toeplitz operators and the existence of edge modes. We reveal that topological edge modes are characterised by the eigenvalues of the leading principal submatrix of the symbol function. A complete analysis of tridiagonal interface operators satisfying global inversion symmetry is then presented. These results are applied to finite one-dimensional $k$-periodic chains of damped resonators that satisfy both local and global inversion symmetry. Additionally, disordered tight-binding interface operators are shown to support a topologically robust zero-energy interface state. Numerical simulations are conducted to illustrate the theoretical findings.",['math.SP'],http://arxiv.org/abs/2604.20818v1,https://arxiv.org/pdf/2604.20818v1,22/04/2026-17:45:30,"['Yannick de Bruijn', 'Erik Orvehed Hiltunen']",math.SP
Convergent Evolution: How Different Language Models Learn Similar Number Representations,"Language models trained on natural text learn to represent numbers using periodic features with dominant periods at $T=2, 5, 10$. In this paper, we identify a two-tiered hierarchy of these features: while Transformers, Linear RNNs, LSTMs, and classical word embeddings trained in different ways all learn features that have period-$T$ spikes in the Fourier domain, only some learn geometrically separable features that can be used to linearly classify a number mod-$T$. To explain this incongruity, we prove that Fourier domain sparsity is necessary but not sufficient for mod-$T$ geometric separability. Empirically, we investigate when model training yields geometrically separable features, finding that the data, architecture, optimizer, and tokenizer all play key roles. In particular, we identify two different routes through which models can acquire geometrically separable features: they can learn them from complementary co-occurrence signals in general language data, including text-number co-occurrence and cross-number interaction, or from multi-token (but not single-token) addition problems. Overall, our results highlight the phenomenon of convergent evolution in feature learning: A diverse range of models learn similar features from different training signals.","['cs.CL', 'cs.AI', 'cs.LG']",http://arxiv.org/abs/2604.20817v1,https://arxiv.org/pdf/2604.20817v1,22/04/2026-17:45:27,"['Deqing Fu', 'Tianyi Zhou', 'Mikhail Belkin', 'Vatsal Sharan', 'Robin Jia']",cs.CL
ParetoSlider: Diffusion Models Post-Training for Continuous Reward Control,"Reinforcement Learning (RL) post-training has become the standard for aligning generative models with human preferences, yet most methods rely on a single scalar reward. When multiple criteria matter, the prevailing practice of ``early scalarization'' collapses rewards into a fixed weighted sum. This commits the model to a single trade-off point at training time, providing no inference-time control over inherently conflicting goals -- such as prompt adherence versus source fidelity in image editing. We introduce ParetoSlider, a multi-objective RL (MORL) framework that trains a single diffusion model to approximate the entire Pareto front. By training the model with continuously varying preference weights as a conditioning signal, we enable users to navigate optimal trade-offs at inference time without retraining or maintaining multiple checkpoints. We evaluate ParetoSlider across three state-of-the-art flow-matching backbones: SD3.5, FluxKontext, and LTX-2. Our single preference-conditioned model matches or exceeds the performance of baselines trained separately for fixed reward trade-offs, while uniquely providing fine-grained control over competing generative goals.","['cs.LG', 'cs.CV']",http://arxiv.org/abs/2604.20816v1,https://arxiv.org/pdf/2604.20816v1,22/04/2026-17:44:56,"['Shelly Golan', 'Michael Finkelson', 'Ariel Bereslavsky', 'Yotam Nitzan', 'Or Patashnik']",cs.LG
Mask World Model: Predicting What Matters for Robust Robot Policy Learning,"World models derived from large-scale video generative pre-training have emerged as a promising paradigm for generalist robot policy learning. However, standard approaches often focus on high-fidelity RGB video prediction, this can result in overfitting to irrelevant factors, such as dynamic backgrounds and illumination changes. These distractions reduce the model's ability to generalize, ultimately leading to unreliable and fragile control policies. To address this, we introduce the Mask World Model (MWM), which leverages video diffusion architectures to predict the evolution of semantic masks instead of pixels. This shift imposes a geometric information bottleneck, forcing the model to capture essential physical dynamics and contact relations while filtering out visual noise. We seamlessly integrate this mask dynamics backbone with a diffusion-based policy head to enable robust end-to-end control. Extensive evaluations demonstrate the superiority of MWM on the LIBERO and RLBench simulation benchmarks, significantly outperforming the state-of-the-art RGB-based world models. Furthermore, real-world experiments and robustness evaluation (via random token pruning) reveal that MWM exhibits superior generalization capabilities and robust resilience to texture information loss.",['cs.RO'],http://arxiv.org/abs/2604.19683v2,https://arxiv.org/pdf/2604.19683v2,21/04/2026-17:05:37,"['Yunfan Lou', 'Xiaowei Chi', 'Xiaojie Zhang', 'Zezhong Qian', 'Chengxuan Li', 'Rongyu Zhang', 'Yaoxu Lyu', 'Guoyu Song', 'Chuyao Fu', 'Haoxuan Xu', 'Pengwei Wang', 'Shanghang Zhang']",cs.RO
Adapting TrOCR for Printed Tigrinya Text Recognition: Word-Aware Loss Weighting for Cross-Script Transfer Learning,"Transformer-based OCR models have shown strong performance on Latin and CJK scripts, but their application to African syllabic writing systems remains limited. We present the first adaptation of TrOCR for printed Tigrinya using the Ge'ez script. Starting from a pre-trained model, we extend the byte-level BPE tokenizer to cover 230 Ge'ez characters and introduce Word-Aware Loss Weighting to resolve systematic word-boundary failures that arise when applying Latin-centric BPE conventions to a new script. The unmodified model produces no usable output on Ge'ez text. After adaptation, the TrOCR-Printed variant achieves 0.22% Character Error Rate and 97.20% exact match accuracy on a held-out test set of 5,000 synthetic images from the GLOCR dataset. An ablation study confirms that Word-Aware Loss Weighting is the critical component, reducing CER by two orders of magnitude compared to vocabulary extension alone. The full pipeline trains in under three hours on a single 8 GB consumer GPU. All code, model weights, and evaluation scripts are publicly released.",['cs.CV'],http://arxiv.org/abs/2604.20813v1,https://arxiv.org/pdf/2604.20813v1,22/04/2026-17:43:50,"['Yonatan Haile Medhanie', 'Yuanhua Ni']",cs.CV
